Word,Definition
견련(牽連),"견련(牽連) 사물 상호간에 연결되어 있는 의존성을 견련 또는 견련관계라 부르고, 이것에 법률상의 뜻을 부여하는 경우를 말한다. 예컨대 유치권에 있어서 담보된 채권과 물건이, 쌍무계약의 경우에 양쪽의 채무가 견련관계에 있다고 한다."
결격사유(缺格事由),"결격사유(缺格事由) 부동산중개업법에서 의미하는 결격사유란 중개업자와 그 소속 공인중개사ㆍ중개보조원 또는 중개업자인 법인의 임원(이하 ""중개업자등""이라 한다)이 될 수 없는 다음의 사유를 의미한다(법 제7조). 
1. 미성년자 2. 금치산자 또는 한정치산자 3. 파산선고를 받고 복권되지 아..."
"결로(結露, bedewing)","결로(結露, bedewing) 결로란 벽이나 천장, 배관 등의 표면에 공기 중의 수증기가 물방울로 되어 붙는 것을 의미한다. 결로는 통상 그 부분의 온도가 주변의 공기의 노점 온도 이하가 되면 발생하는 것으로, 주택의 경우 겨울에 실내외의 온도차이가 심할 때 실내의 공기층의 습기가..."
결합개발제도(CRP: Conjoint Renewal Program),"결합개발제도(CRP: Conjoint Renewal Program) 정의 도시경관의 보호 및 구릉지 일대의 노후·불량 주택의 정비를 위하여 서로 떨어진 2 이상의 지역(구릉지구역, 역세권지역)을 하나의 구역으로 지정하여 개발사업을 시행하는 방식으로, 구릉지의 정비와 경관보호를 동시에 달성하기 위..."
경계(境界),경계(境界) 경계라 함은 지적도나 임야도 위에 지적측량에 의하여 지번별로 획정하여 등록한 선 또는 수치지적부에 등록된 좌표의 연결을 말한다(지적법 제2조제7호).
"경계복원측량(境界復元測量, boundary relocation surveying) = 경계감정측량(境界鑑定測量)","경계복원측량(境界復元測量, boundary relocation surveying) = 경계감정측량(境界鑑定測量) 지적도 또는 임야도에 등록된 경계 또는 수치지적부에 등록된 좌표를 실제의 토지에 표시하거나 점유하고 있는 토지의 경계가 일치한지 여부를 확인할 목적으로 실시하는 측량을 말하며, 경계복원측..."
"경과규정(經過規定, transitive law) = 경과법(經過法)","경과규정(經過規定, transitive law) = 경과법(經過法) 경과규정 혹은 경과법이란 법이 변경된 경우에 어떠한 사실이 신법의 적용을 받는가 구법의 적용을 받는가에 대하여 설정해 두는 명문의 규정을 말한다. 구법시대에 발생한 사항에 대하여 구법이 적용되고, 신법시대에 발생한 사항에..."
경관계획,"경관계획 정의 경관계획이란 일정 지역의 경관을 보전ㆍ관리 및 형성하기 위한 수립하는 지방자치단체의 자치적 법정계획이다. 
 
 용어설명 경관계획이란 지역의 자연경관 및 역사·문화경관, 도시·농산어촌의 우수한 경관을 보전하고, 훼손된 경관을 개선·복원함과 동시에 새로운 경관을 ..."
경관지구(景觀地區),"경관지구(景觀地區) 
 
경관지구란 도시의 경관을 보호ㆍ형성하기 위하여 필요한 지구(도시계획법 제33조제1호)로서, 경관지구안에서는 그 지구의 경관의 보호ㆍ형성에 장애가 된다고 인정하여 도시계획조례가 정하는 건축물을 건축할 수 없다. 
다만, 특별시장ㆍ광역시장ㆍ시장 또는 군수가 지구의..."
경내지(境內地),"경내지(境內地) 전통사찰보존법에서의 경내지라 함은 불교의 의식, 승려의 수행 및 생활과 신도의 교화를 위하여 전통사찰에 속하는 토지로서 다음 각호의 토지를 말한다(법 제2조제3호 및 시행령제3조). 
1. 경내건조물(건물ㆍ입목ㆍ죽 기타 지상물을 포함한다. 이하 같다)이 정착되어 있는 ..."
경락(競落),경락(競落) 경락이란 경매에 의하여 매수인이 그 대한인 동산 또는 부동산의 소유권을 취득하는 것을 의미한다. 경매의 성립과 함께 사법상의 매매와 동일한 효력이 발생하고 경락인은 대금과 상환으로 경락물의 인도를 받게 된다. 부동산의 경우는 법원이 경락기일에 이해관계인의 진술을...
경락기일(競落期日) = 낙찰기일(落札期日),경락기일(競落期日) = 낙찰기일(落札期日) 법원경매 절차중 경락을 허가할 것인가 여부를 이해 관계인의 진술을 듣고 판결하기 위한 날짜를 의미한다. 경락기일은 경매기일로 부터 7일이내에 법원에서 해야 한다(민사소송법 제620조). 경락기일을 낙찰기일로 표현하는 경우도 있다.
경매(競賣),경매(競賣) 매도인이 다수자 중에서 구술로 매수신청을 시키고 최고가격의 신청인에게 매도하는 매매방법을 의미한다. 입찰에 의한 매매가 서면에 의하여 행해지는 것과는 다르다. 경매는 개별매매에 비해서 비교적 높게 그리고 또 공평하게 이루어지므로 국가기관의 매매는 경매방식이 많다...
경매기일(競賣期日) = 입찰기일(入札期日),"경매기일(競賣期日) = 입찰기일(入札期日) 경매대상물에 대한 입찰을 실행하는 날짜를 의미한다. 최초의 낙찰(경매)기일은 공고일부터 14일 이후로 정하여야 하며, 경매입찰은 법원내에서 하여야 한다. 다만, 집행관은 법원의 허가를 얻어 다른 장소에서 할 수 있다(민사소송법 제619조)."
경매물건명세서(競賣物件明細書) = 경매ㆍ입찰물건명세서(競賣ㆍ入札物件明細書),"경매물건명세서(競賣物件明細書) = 경매ㆍ입찰물건명세서(競賣ㆍ入札物件明細書) 법원은 다음 사항을 기재한 경매물건명세서를 작성하고, 경매기일의 1주일전까지 경매물건명세서 사본과 현황조사보고서 및 평가서의 사본을 법원에 비치하여 일반인이 열람할 수 있도록 한다.(민사소송법 제617조의2 ..."
경매신청기입등기(競賣申請記入登記),"경매신청기입등기(競賣申請記入登記) 법원이 경매개시결정을 한 경우 부동산의 압류의 효력을 발생시키고 일반의 제3자에게 해당 부동산에 대한 압류 및 경매의 사실을 공시하여 불측(不測)의 손실을 방지하기 위하여, 등기공무원에게 촉탁하여 부동산 등기부 갑구에 경매개시의 사실을 기입시..."
"경사(傾斜, dip)","경사(傾斜, dip) 어떤 평면이 수평면과 이루는 각도 또는 어떤 토지가 수평면과 이루는 각도를 의미한다. 경사 각도는 % 또는 。로 표시되며, 90。는 100%를 의미한다."
경전철(輕電鐵) = 경량전철(輕量電鐵),"경전철(輕電鐵) = 경량전철(輕量電鐵) 경량전철 또는 경전철이라 함은 도시교통권역에서 건설ㆍ운영되는 경량의 도시철도로서 시간당 5,000명 이상의 수송능력을 갖추고 전철화된 궤도에 의해 운행되는 교통시설 및 교통수단을 말한다."
경정등기(更正登記),경정등기(更正登記) 경정등기라 함은 등기공무원의 착오로 인하여 등기의 불일치 또는 탈루가 생긴 경우에 지방법원장의 허가를 얻어 이를 시정하는 등기를 말한다.
"계약(契約, agreement)","계약(契約, agreement) 일정한 법률효과의 발생을 목적으로 하는 서로 대립된 2개 이상의 의사표시의 합치에 의하여 성립하는 법률행위를 의미한다. 
계약은 그 체결하는 당사자의 목적 여하에 따라서 사법상의 계약과 공법상의 계약으로 구별된다. 계약은 복수의 의사표시를 요하는 점에 ..."
계약금(契約金),"계약금(契約金) 계약금은 증약계약금(證約契約金 : 계약성립의 증거)과 위약계약금(違約契約金 : 손해배상액의 예정), 해약계약금(解約契約金 : 계약의 해제권 유보)의 3종류가 있다. 모두 증약 보증의 성질을 지니는데 계약서가 작성되어 있을 경우에는 증약계약보증(證約契約保證)으로서의 의의가..."
계약서검인(檢印),계약서검인(檢印) 계약(契約)을 원인으로 소유권이전등기(所有權移轉登記)를 신청할 때에는 다음의 사항이 기재된 계약서에 검인신청인을 표시하여 부동산의 소재지를 관할하는 시장(구가 설치되어 있는 시에 있어서는 구청장)ㆍ군수(이하 ‘시장등’이라 한다) 또는 그 권한의 위임(委任)을 받은 ...
계약자유원칙(契約自由原則),"계약자유원칙(契約自由原則) 계약은 언제ㆍ어디서ㆍ어떠한 내용과 형식으로 체결하든지 자유이다. 이를 계약자유의 원칙이라 하고, 계약방식의 자유ㆍ계약체결의 자유ㆍ계약내용ㆍ결정의 자유가 있다. 
[1] 계약방식의 자유. 중개대상물에 대하여 거래당사자간의 매매등에 대한 쌍방의사(雙方意思)가..."
계약해제(契約解除),계약해제(契約解除) 계약(법률행위)의 해제라 함은 일단 유효하게 성립한 계약을 소급하여 소멸시킴으로서 그 계약을 처음부터 있지 않았던 것과 같은 상태로 복귀시키는 일방적인 의사표시이다. 채무자가 채무를 이행하지 않았을 때와 그밖에 특별한 경우(법정해제권ㆍ약관해제권)에는 계약을 ...
계약해지(契約解止),계약해지(契約解止) 계약의 해지라 함은 계속적 계약관계에서 그 효력을 장래를 향하여 소멸시키는 계약당사자의 일방적 의사표시를 말한다. 소급효를 가지지 않고 장래에 대하여서만 효력을 가진다는 점에서 해제와 다르다. 해지권의 발생원인은 계약과 법률의 규정이 있다. 해지권은 장래...
"계절변동(季節變動, seasonal variation)","계절변동(季節變動, seasonal variation) 월별이나 분기별 경제시계열에는 매년 계절적으로 반복되는 1년 주기의 변동이 포함되어 있는 경우가 많다. 이러한 변동을 「계절성」 또는 「계절변동요인」이라고 부른다. 주택부동산경기는 봄과 가을 이사철을 중심으로 상승되며, 겨울과 여름을 중..."
계획단위개발(PUD : planned unit development),"계획단위개발(PUD : planned unit development) 정의 일단의 지구를 하나의 계획단위로 하여 지구의 특성에 맞는 설계와 개발을 추구하는 개발방식 또는 제도 
 
 용어설명 계획단위개발(PUD)은 2차세계대전 후 미국의 도시문제를 해결하기위해 도입된 제도이다. 전후 미국의 도시들은..."
고도지구(高度地區),"고도지구(高度地區) 
 
고도지구란 도시의 환경조성 및 토지의 고도이용과 그 증진을 위하여 건축물의 높이의 최저한도 또는 최고한도를 규제할 필요가 있는 지구를 의미한다(도시계획법 제33조제3호). 
고도지구는 다음과 같이 구분된다(도시계획법시행령 제30조제2호). 

가. 최고고도지구 : 도시..."
고속국도(高速國道),고속국도(高速國道) 고속국도라 함은 자동차교통망의 중축부분(中軸部分)을 이루는 중요한 도시를 연락하는 자동차전용의 고속교통에 공하는 도로로서 고속국도법 제3조의 규정에 의하여 노선이 지정된 것을 의미한다(고속국도법 제2조제2호).
